#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
269348	84164	51076	123921	119267	SC22CB-11B7.2	CGI-32	ASCC2	CUTC	ASC1p100|p100	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q9H1I8	A0A024R1E1|A0A024R1F9	NP_001356852|NP_001356849|NP_001356873|NP_001356871|NP_001356870|NP_001356859|NP_001356858|NP_001356875|NP_001356874|NP_001356877|NP_001356876|NP_001356853|NP_001356878|NP_001356851|NP_001356850|NP_001356857|NP_001356856|NP_001356855|NP_001356854|NP_001356872|NP_001229835|NP_001356879|NP_001356866|NP_001356867|NP_001356864|NP_001356865|NP_001356862|NP_001356863|NP_001356860|NP_001356861|NP_115580|NP_001356868|NP_001356869	Q9NTM9	-	NP_057044	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269349	84164	10970	123921	116167	SC22CB-11B7.2	-	ASCC2	CKAP4	ASC1p100|p100	CLIMP-63|ERGIC-63|p63	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q9H1I8	A0A024R1E1|A0A024R1F9	NP_001356852|NP_001356849|NP_001356873|NP_001356871|NP_001356870|NP_001356859|NP_001356858|NP_001356875|NP_001356874|NP_001356877|NP_001356876|NP_001356853|NP_001356878|NP_001356851|NP_001356850|NP_001356857|NP_001356856|NP_001356855|NP_001356854|NP_001356872|NP_001229835|NP_001356879|NP_001356866|NP_001356867|NP_001356864|NP_001356865|NP_001356862|NP_001356863|NP_001356860|NP_001356861|NP_115580|NP_001356868|NP_001356869	Q07065	A0A024RBH2	NP_006816	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269350	84164	10522	123921	115777	SC22CB-11B7.2	-	ASCC2	DEAF1	ASC1p100|p100	MRD24|NUDR|SPN|ZMYND5	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q9H1I8	A0A024R1E1|A0A024R1F9	NP_001356852|NP_001356849|NP_001356873|NP_001356871|NP_001356870|NP_001356859|NP_001356858|NP_001356875|NP_001356874|NP_001356877|NP_001356876|NP_001356853|NP_001356878|NP_001356851|NP_001356850|NP_001356857|NP_001356856|NP_001356855|NP_001356854|NP_001356872|NP_001229835|NP_001356879|NP_001356866|NP_001356867|NP_001356864|NP_001356865|NP_001356862|NP_001356863|NP_001356860|NP_001356861|NP_115580|NP_001356868|NP_001356869	O75398	-	NP_001280563|NP_066288	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269351	84164	60528	123921	121937	SC22CB-11B7.2	-	ASCC2	ELAC2	ASC1p100|p100	COXPD17|ELC2|HPC2	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q9H1I8	A0A024R1E1|A0A024R1F9	NP_001356852|NP_001356849|NP_001356873|NP_001356871|NP_001356870|NP_001356859|NP_001356858|NP_001356875|NP_001356874|NP_001356877|NP_001356876|NP_001356853|NP_001356878|NP_001356851|NP_001356850|NP_001356857|NP_001356856|NP_001356855|NP_001356854|NP_001356872|NP_001229835|NP_001356879|NP_001356866|NP_001356867|NP_001356864|NP_001356865|NP_001356862|NP_001356863|NP_001356860|NP_001356861|NP_115580|NP_001356868|NP_001356869	Q9BQ52	-	NP_001159434|NP_060597|NP_776065	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269352	84164	11124	123921	116298	SC22CB-11B7.2	CGI-03	ASCC2	FAF1	ASC1p100|p100	HFAF1s|UBXD12|UBXN3A|hFAF1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q9H1I8	A0A024R1E1|A0A024R1F9	NP_001356852|NP_001356849|NP_001356873|NP_001356871|NP_001356870|NP_001356859|NP_001356858|NP_001356875|NP_001356874|NP_001356877|NP_001356876|NP_001356853|NP_001356878|NP_001356851|NP_001356850|NP_001356857|NP_001356856|NP_001356855|NP_001356854|NP_001356872|NP_001229835|NP_001356879|NP_001356866|NP_001356867|NP_001356864|NP_001356865|NP_001356862|NP_001356863|NP_001356860|NP_001356861|NP_115580|NP_001356868|NP_001356869	Q9UNN5	-	NP_008982	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269353	84164	2671	123921	108939	SC22CB-11B7.2	-	ASCC2	GFER	ASC1p100|p100	ALR|ERV1|HERV1|HPO|HPO1|HPO2|HSS	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q9H1I8	A0A024R1E1|A0A024R1F9	NP_001356852|NP_001356849|NP_001356873|NP_001356871|NP_001356870|NP_001356859|NP_001356858|NP_001356875|NP_001356874|NP_001356877|NP_001356876|NP_001356853|NP_001356878|NP_001356851|NP_001356850|NP_001356857|NP_001356856|NP_001356855|NP_001356854|NP_001356872|NP_001229835|NP_001356879|NP_001356866|NP_001356867|NP_001356864|NP_001356865|NP_001356862|NP_001356863|NP_001356860|NP_001356861|NP_115580|NP_001356868|NP_001356869	P55789	-	NP_005253	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269354	84164	57549	123921	121606	SC22CB-11B7.2	RP11-48O20.2	ASCC2	IGSF9	ASC1p100|p100	FP18798|IGSF9A|Nrt1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q9H1I8	A0A024R1E1|A0A024R1F9	NP_001356852|NP_001356849|NP_001356873|NP_001356871|NP_001356870|NP_001356859|NP_001356858|NP_001356875|NP_001356874|NP_001356877|NP_001356876|NP_001356853|NP_001356878|NP_001356851|NP_001356850|NP_001356857|NP_001356856|NP_001356855|NP_001356854|NP_001356872|NP_001229835|NP_001356879|NP_001356866|NP_001356867|NP_001356864|NP_001356865|NP_001356862|NP_001356863|NP_001356860|NP_001356861|NP_115580|NP_001356868|NP_001356869	Q9P2J2	-	NP_001128522|NP_065840	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269355	84164	4023	123921	110205	SC22CB-11B7.2	-	ASCC2	LPL	ASC1p100|p100	HDLCQ11|LIPD	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q9H1I8	A0A024R1E1|A0A024R1F9	NP_001356852|NP_001356849|NP_001356873|NP_001356871|NP_001356870|NP_001356859|NP_001356858|NP_001356875|NP_001356874|NP_001356877|NP_001356876|NP_001356853|NP_001356878|NP_001356851|NP_001356850|NP_001356857|NP_001356856|NP_001356855|NP_001356854|NP_001356872|NP_001229835|NP_001356879|NP_001356866|NP_001356867|NP_001356864|NP_001356865|NP_001356862|NP_001356863|NP_001356860|NP_001356861|NP_115580|NP_001356868|NP_001356869	P06858	-	NP_000228	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269356	84164	26354	123921	117690	SC22CB-11B7.2	-	ASCC2	GNL3	ASC1p100|p100	C77032|E2IG3|NNP47|NS	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q9H1I8	A0A024R1E1|A0A024R1F9	NP_001356852|NP_001356849|NP_001356873|NP_001356871|NP_001356870|NP_001356859|NP_001356858|NP_001356875|NP_001356874|NP_001356877|NP_001356876|NP_001356853|NP_001356878|NP_001356851|NP_001356850|NP_001356857|NP_001356856|NP_001356855|NP_001356854|NP_001356872|NP_001229835|NP_001356879|NP_001356866|NP_001356867|NP_001356864|NP_001356865|NP_001356862|NP_001356863|NP_001356860|NP_001356861|NP_115580|NP_001356868|NP_001356869	Q9BVP2	-	NP_055181|NP_996562|NP_996561	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269357	84164	5293	123921	111311	SC22CB-11B7.2	RP11-558F24.3	ASCC2	PIK3CD	ASC1p100|p100	APDS|IMD14|P110DELTA|PI3K|p110D	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q9H1I8	A0A024R1E1|A0A024R1F9	NP_001356852|NP_001356849|NP_001356873|NP_001356871|NP_001356870|NP_001356859|NP_001356858|NP_001356875|NP_001356874|NP_001356877|NP_001356876|NP_001356853|NP_001356878|NP_001356851|NP_001356850|NP_001356857|NP_001356856|NP_001356855|NP_001356854|NP_001356872|NP_001229835|NP_001356879|NP_001356866|NP_001356867|NP_001356864|NP_001356865|NP_001356862|NP_001356863|NP_001356860|NP_001356861|NP_115580|NP_001356868|NP_001356869	O00329	A7E2E0|B7ZM44	NP_001337164|NP_005017|NP_001337163	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269358	509	771	106997	107225	RP11-401E9.1	-	ATP5C1	CA12	ATP5C|ATP5CL1	CAXII|HsT18816	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P36542	Q8TAS0	NP_001307815|NP_005165|NP_001001973	O43570	B3KUB4	NP_996808|NP_001280571|NP_001209	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269359	509	25978	106997	117462	RP11-401E9.1	CGI-84	ATP5C1	CHMP2B	ATP5C|ATP5CL1	ALS17|CHMP2.5|DMT1|VPS2-2|VPS2B	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P36542	Q8TAS0	NP_001307815|NP_005165|NP_001001973	Q9UQN3	B2RE76	NP_054762|NP_001231573	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269360	509	10072	106997	115383	RP11-401E9.1	hCG_2016942	ATP5C1	DPP3	ATP5C|ATP5CL1	DPPIII	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P36542	Q8TAS0	NP_001307815|NP_005165|NP_001001973	Q9NY33	Q5JPB8	NP_001243599|NP_569710|NP_005691	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269361	509	1956	106997	108276	RP11-401E9.1	-	ATP5C1	EGFR	ATP5C|ATP5CL1	ERBB|ERBB1|HER1|NISBD2|PIG61|mENA	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P36542	Q8TAS0	NP_001307815|NP_005165|NP_001001973	P00533	-	NP_001333829|NP_001333828|NP_958440|NP_005219|NP_001333827|NP_001333826|NP_958441|NP_001333870|NP_958439	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269362	509	3698	106997	109904	RP11-401E9.1	RP11-264C14.2	ATP5C1	ITIH2	ATP5C|ATP5CL1	H2P|SHAP	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P36542	Q8TAS0	NP_001307815|NP_005165|NP_001001973	P19823	-	NP_002207	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269363	509	4709	106997	110789	RP11-401E9.1	-	ATP5C1	NDUFB3	ATP5C|ATP5CL1	B12|CI-B12	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P36542	Q8TAS0	NP_001307815|NP_005165|NP_001001973	O43676	A0A024R413	NP_001244031|NP_002482	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269364	509	25791	106997	117324	RP11-401E9.1	-	ATP5C1	NGEF	ATP5C|ATP5CL1	ARHGEF27|EPHEXIN	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P36542	Q8TAS0	NP_001307815|NP_005165|NP_001001973	Q8N5V2	-	NP_062824|NP_001107562	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269365	509	54857	106997	120207	RP11-401E9.1	RP11-528B10.2	ATP5C1	GDPD2	ATP5C|ATP5CL1	GDE3|OBDPF	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P36542	Q8TAS0	NP_001307815|NP_005165|NP_001001973	Q9HCC8	-	NP_001164663|NP_001164662|NP_060181|NP_001164664	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269366	9551	55207	114923	120503	-	-	ATP5J2	ARL8B	ATP5JL	ARL10C|Gie1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P56134	-	NP_001003713|NP_001034267|NP_001003714|NP_004880	Q9NVJ2	A0A024R2D4	NP_060654	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269367	9551	826	114923	107276	-	-	ATP5J2	CAPNS1	ATP5JL	CALPAIN4|CANP|CANPS|CAPN4|CDPS|CSS1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P56134	-	NP_001003713|NP_001034267|NP_001003714|NP_004880	P04632	-	NP_001003962|NP_001740|NP_001289561|NP_001289562	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269368	9551	4026	114923	110208	-	-	ATP5J2	LPP	ATP5JL	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P56134	-	NP_001003713|NP_001034267|NP_001003714|NP_004880	Q93052	B7Z8W0|B7ZLW0	NP_005569|NP_001362387|NP_001362389|NP_001362384|NP_001362385|NP_001362386|NP_001362394|NP_001362393|NP_001362392|NP_001362391|NP_001362390|NP_001161143|NP_001362388|NP_001161144	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269369	9551	9128	114923	114576	-	RP11-110L1.4	ATP5J2	PRPF4	ATP5JL	HPRP4|HPRP4P|PRP4|Prp4p|RP70|SNRNP60	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P56134	-	NP_001003713|NP_001034267|NP_001003714|NP_004880	O43172	Q5T1M7	NP_001231855|NP_004688	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269370	9551	5819	114923	111777	-	-	ATP5J2	PVRL2	ATP5JL	CD112|HVEB|PRR2|PVRR2	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P56134	-	NP_001003713|NP_001034267|NP_001003714|NP_004880	Q92692	-	NP_002847|NP_001036189	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269371	9551	7542	114923	113374	-	-	ATP5J2	ZFPL1	ATP5JL	D11S750|MCG4	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P56134	-	NP_001003713|NP_001034267|NP_001003714|NP_004880	O95159	A0A024R576	NP_006773	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269372	93974	1107	125063	107532	RP5-1092A3.1	-	ATPIF1	CHD3	ATPI|ATPIP|IP	Mi-2a|Mi2-ALPHA|ZFH	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q9UII2	-	NP_057395|NP_835498|NP_835497	Q12873	B3KWV4|Q2TAZ1	NP_005843|NP_001005273|NP_001005271	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269373	10458	11161	115721	116332	-	AD-011	BAIAP2	C14orf1	BAP2|FLAF3|IRSP53	ERG28|NET51	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q9UQB8	I3L4C2	NP_001372082|NP_001372083|NP_001372080|NP_001372081|NP_001372086|NP_006331|NP_001372084|NP_001372085|NP_001372088|NP_001372060|NP_001372061|NP_001372062|NP_001372063|NP_001372064|NP_001372065|NP_001372066|NP_001372067|NP_001372068|NP_001372069|NP_001372087|NP_001138360|NP_001372059|NP_001372058|NP_059345|NP_059344|NP_001372057|NP_001372056|NP_001372073|NP_001372070|NP_001372077|NP_001372076|NP_001372075|NP_001372074|NP_001372079|NP_001372078	Q9UKR5	Q86TW5|Q6FII3	NP_009107	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269374	7917	5955	113647	111888	DADB-70P7.10-021	-	BAG6	RCN2	BAG-6|BAT3|D6S52E|G3	E6BP|ERC-55|ERC55|TCBP49	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P46379	-	NP_001092004|NP_004630|NP_542434|NP_001186627|NP_001186626|NP_542433	Q14257	-	NP_002893|NP_001258766	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269375	89927	2026	124644	108340	-	-	C16orf45	ENO2	-	HEL-S-279|NSE	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q96MC5	A0A024QZI8	NP_149978|NP_001135941	P09104	Q6FHV6	NP_001966	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269376	9564	1870	114934	108202	hCG_1980470	-	BCAR1	E2F2	CAS|CAS1|CASS1|CRKAS|P130Cas	E2F-2	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P56945	B2RBL9|B3KWE2	NP_001164188|NP_001164189|NP_001164191|NP_001164190|NP_001164192|NP_001164186|NP_001164187|NP_001164185|NP_055382	Q14209	-	NP_004082	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269377	9564	10278	114934	115567	hCG_1980470	-	BCAR1	EFS	CAS|CAS1|CASS1|CRKAS|P130Cas	CAS3|CASS3|EFS1|EFS2|HEFS|SIN	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P56945	B2RBL9|B3KWE2	NP_001164188|NP_001164189|NP_001164191|NP_001164190|NP_001164192|NP_001164186|NP_001164187|NP_001164185|NP_055382	O43281	-	NP_001264103|NP_115835|NP_005855	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269378	642	7204	107111	113055	-	-	BLMH	TRIO	BH|BMH	ARHGEF23|tgat	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q13867	-	NP_000377	O75962	-	NP_009049	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269379	91653	55791	124859	120905	UNQ604/PRO1190	RP11-96K19.1	BOC	LRIF1	CDON2	C1orf103|RIF1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q9BWV1	Q96DN7	NP_001288790|NP_001288796|NP_150279	Q5T3J3	-	NP_060842|NP_001006946	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269380	23774	7431	117273	113272	RP3-522J7.4	RP11-124N14.1	BRD1	VIM	BRL|BRPF1|BRPF2	CTRCT30|HEL113	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	O95696	A0A024R4W4|A0A024R4V5	NP_055392|NP_001336871|NP_001336870|NP_001336869|NP_001291738|NP_001291737	P08670	V9HWE1	NP_003371	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269381	55299	10054	120586	115365	-	HRIHFB2115	BRIX1	UBA2	BRIX|BXDC2	ARX|SAE2	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q8TDN6	-	NP_060791	Q9UBT2	-	NP_005490	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269382	55299	9094	120586	114548	-	-	BRIX1	UNC119	BRIX|BXDC2	HRG4|IMD13|POC7|POC7A	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q8TDN6	-	NP_060791	Q13432	-	NP_473376|NP_005139	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269383	118924	54936	125626	120276	PRO2972	-	FRA10AC1	ADPRHL2	C10orf4|F26C11.1-like|FRA10A	ARH3	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q70Z53	-	NP_001334644|NP_660289|NP_001334642|NP_001334643|NP_001334641	Q9NX46	-	NP_060295	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269384	118924	79020	125626	122489	PRO2972	-	FRA10AC1	C7orf25	C10orf4|F26C11.1-like|FRA10A	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q70Z53	-	NP_001334644|NP_660289|NP_001334642|NP_001334643|NP_001334641	Q9BPX7	-	NP_001093328|NP_076959	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269385	118924	54857	125626	120207	PRO2972	RP11-528B10.2	FRA10AC1	GDPD2	C10orf4|F26C11.1-like|FRA10A	GDE3|OBDPF	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q70Z53	-	NP_001334644|NP_660289|NP_001334642|NP_001334643|NP_001334641	Q9HCC8	-	NP_001164663|NP_001164662|NP_060181|NP_001164664	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269386	118924	9890	125626	115220	PRO2972	RP4-788L13.1	FRA10AC1	LPPR4	C10orf4|F26C11.1-like|FRA10A	LPR4|PHP1|PRG-1|PRG1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q70Z53	-	NP_001334644|NP_660289|NP_001334642|NP_001334643|NP_001334641	Q7Z2D5	-	NP_001159724|NP_055654	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269387	118924	10539	125626	115793	PRO2972	HUSSY-22	FRA10AC1	GLRX3	C10orf4|F26C11.1-like|FRA10A	GLRX4|GRX3|GRX4|PICOT|TXNL2|TXNL3	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q70Z53	-	NP_001334644|NP_660289|NP_001334642|NP_001334643|NP_001334641	O76003	-	NP_006532|NP_001308909|NP_001186797	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269388	118924	51699	125626	119683	PRO2972	DC7	FRA10AC1	VPS29	C10orf4|F26C11.1-like|FRA10A	DC15|PEP11	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q70Z53	-	NP_001334644|NP_660289|NP_001334642|NP_001334643|NP_001334641	Q9UBQ0	F8VXU5	NP_001269080|NP_057310|NP_001269079|NP_476528	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269389	64776	9869	122286	115202	-	RP11-316M1.1	C11orf1	SETDB1	-	ESET|H3-K9-HMTase4|KG1T|KMT1E|TDRD21	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q9H5F2	-	NP_073598	Q15047	-	NP_001353346|NP_001353347|NP_001230420|NP_036564|NP_001138887	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269390	56005	7917	121028	113647	-	DADB-70P7.10-021	C19orf10	BAG6	EUROIMAGE1875335|IL25|IL27|IL27w|R33729_1|SF20	BAG-6|BAT3|D6S52E|G3	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q969H8	-	NP_061980	P46379	-	NP_001092004|NP_004630|NP_542434|NP_001186627|NP_001186626|NP_542433	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269391	284403	284403	129863	129863	-	-	WDR62	WDR62	C19orf14|MCPH2	C19orf14|MCPH2	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	O43379	-	NP_001077430|NP_775907	O43379	-	NP_001077430|NP_775907	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269392	56893	8883	121223	114402	RP11-336K24.8	HPP1	UBQLN4	NAE1	A1U|A1Up|C1orf6|CIP75|UBIN	A-116A10.1|APPBP1|ula-1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q9NRR5	-	NP_001291271|NP_064516	Q13564	-	NP_001273429|NP_003896|NP_001018169|NP_001018170	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269393	10436	54977	115703	120313	-	-	EMG1	SLC25A38	C2F|Grcc2f|NEP1	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q92979	-	NP_006322|NP_001306978	Q96DW6	A0A024R2L5	NP_060345	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269394	10436	10657	115703	115900	-	-	EMG1	KHDRBS1	C2F|Grcc2f|NEP1	Sam68|p62|p68	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q92979	-	NP_006322|NP_001306978	Q07666	-	NP_006550|NP_001258807	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269395	9315	84966	114727	124396	-	RP11-121A23.1	NREP	IGSF21	C5orf13|D4S114|P311|PRO1873|PTZ17|SEZ17	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q16612	-	NP_004763|NP_001135946|NP_001135947|NP_001135955|NP_001135954|NP_001135953|NP_001135952|NP_001135951|NP_001135950|NP_001135948|NP_001135949	Q96ID5	-	NP_116269	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269396	253714	55294	128982	120581	-	-	MMS22L	FBXW7	C6orf167|dJ39B17.2	AGO|CDC4|FBW6|FBW7|FBX30|FBXO30|FBXW6|SEL-10|SEL10|hAgo|hCdc4	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q6ZRQ5	-	NP_940870	Q969H0	S4R3U4|G0Z2K0	NP_001013433|NP_361014|NP_060785|NP_001243998	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269397	80228	51003	123192	119211	PP1729	CGI-125	ORAI2	MED31	C7orf19|CBCIP2|MEM142B|TMEM142B	3110004H13Rik|Soh1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q96SN7	B4DUB4	NP_116220|NP_001258747|NP_001119812|NP_001258748	Q9Y3C7	-	NP_057144	-	-	-	-	-	-	Homo sapiens	Homo sapiens
